Sequence_Header,Bin_Assignment_1,Bin_Assignment_2,Vote_Count,Total_Votes
UniRef100_A0A1U8C4T9,6,8,8,368
UniRef100_A0A1G4MK75,3,8,6,368
UniRef100_A0A1Q3SQ25,16,7,9,368
UniRef100_A0A1G3A4H3,8,10,8,368
UniRef100_A0A167E5E4,5,16,7,368
UniRef100_A0A5J9U060,16,7,8,368
UniRef100_A0A0J0XXH5,17,10,8,368
UniRef100_U6L4K3,16,7,9,368
UniRef100_A0A1F6WBU2,13,6,9,368
UniRef100_UPI000733CB18,11,4,8,368
UniRef100_A5CXT4,2,12,8,368
UniRef100_W5MIQ9,5,5,7,368
UniRef100_A0A167G7A6,13,6,8,368
UniRef100_A0A061D5K1,2,17,6,368
UniRef100_M5U296,11,5,8,368
UniRef100_A0A4Q2EHQ3,11,7,9,368
UniRef100_A0A444YN17,3,8,8,368
UniRef100_A0A0P7V0T5,5,5,9,368
UniRef100_Q32M07,4,12,9,368
UniRef100_A0A0D2AXX0,4,18,7,368
UniRef100_A0A2G4GHN4,6,14,10,368
UniRef100_A0A177B8H1,3,15,9,368
UniRef100_A0A1W1C1F5,3,15,10,368
UniRef100_A0A2H9NX09,4,10,8,368
UniRef100_A0A358QJC1,16,9,14,368
UniRef100_A0A0R3VV00,4,14,8,368
UniRef100_A0A2E6TEA0,16,9,10,368
UniRef100_A0A1H4ZDY9,16,8,8,368
UniRef100_A0CTB0,17,9,7,368
UniRef100_Q2J9Y6,14,8,9,368
UniRef100_A0A4P9X2C3,12,6,7,368
UniRef100_A0A5N5QK39,4,15,9,368
UniRef100_A0A4V0I7Y6,7,14,11,368
UniRef100_A0A2T3AQX1,7,10,8,368
UniRef100_L0K1I8,5,7,7,368
UniRef100_A0A4S2LJ53,3,17,8,368
UniRef100_A0A2M7BEN4,7,6,8,368
UniRef100_A0A2C9V2Y8,4,17,8,368
UniRef100_A0A0D0DZT8,4,18,10,368
UniRef100_C5DN56,6,4,7,368
UniRef100_A0A0R2QIM6,17,9,12,368
UniRef100_UPI0003B2FD29,10,6,9,368
UniRef100_A0A2Z3H0I2,6,14,8,368
UniRef100_U1PVL5,6,7,8,368
UniRef100_UPI00053F326E,4,14,7,368
UniRef100_A0A3Q7HW69,4,12,8,368
UniRef100_A0A0F4ZFC7,3,12,7,368
UniRef100_A0A1F8F4D0,8,12,8,368
UniRef100_A0A2P6TZU5,7,9,10,368
UniRef100_A0A3D2KVJ7,17,8,10,368
UniRef100_A0A426QIA3,6,12,8,368
UniRef100_Q606F1,2,12,11,368
UniRef100_W9S4M0,4,6,10,368
UniRef100_W9RE14,4,10,12,368
UniRef100_A0A0V0QL79,5,16,8,368
UniRef100_A0A3B0ZKK0,4,12,11,368
UniRef100_UPI0007748944,5,17,8,368
UniRef100_A0A1M3C691,4,12,8,368
UniRef100_A0A1G2PWA2,4,10,6,368
UniRef100_A0A2E8BBR0,11,6,8,368
UniRef100_A0A1G2GVL6,17,10,11,368
UniRef100_UPI0008407ADC,15,7,9,368
UniRef100_A0A2P5CTD1,9,8,8,368
UniRef100_R7QDI8,15,8,7,368
UniRef100_A0A554IWL7,7,13,8,368
UniRef100_A0A2E0ND85,7,9,10,368
UniRef100_UPI00098E1354,6,7,6,368
UniRef100_A0A199UDZ5,4,8,8,368
UniRef100_A0A2N9ARX8,8,8,7,368
UniRef100_C1MPW5,2,14,7,368
UniRef100_A0A4Q2DNH7,7,13,8,368
UniRef100_A0A4S4DB61,6,13,10,368
UniRef100_UPI000B4E881E,5,13,7,368
UniRef100_A0A0D7QHV2,4,17,11,368
UniRef100_A0A1H3SD64,4,6,11,368
UniRef100_A0A366CT33,14,8,8,368
UniRef100_E2AEK4,4,11,9,368
UniRef100_A0A226P117,4,17,9,368
UniRef100_UPI0012957BF4,5,14,7,368
UniRef100_UPI00053C96D3,9,9,8,368
UniRef100_D8R4X7,6,14,10,368
UniRef100_A0A0G1JKV8,5,15,8,368
UniRef100_A0A0D0E4Q7,5,7,7,368
UniRef100_A0A0N0P5M7,3,8,9,368
UniRef100_A0A0M0JYK1,2,17,6,368
UniRef100_UPI000C1CD7AF,9,4,7,368
UniRef100_UPI000520D841,3,8,6,368
UniRef100_K0T615,18,12,9,368
UniRef100_A0A5N5QXG4,7,7,8,368
UniRef100_A0A1V2N8Z8,2,16,9,368
UniRef100_A0A1M5TIA2,4,11,7,368
UniRef100_UPI0005CDF620,18,10,8,368
UniRef100_A0A445II41,2,16,8,368
UniRef100_A0A163K9M4,4,7,7,368
UniRef100_UPI0003C15952,7,10,8,368
UniRef100_UPI0004BE0C42,18,11,12,368
UniRef100_A0A1F8EBW3,7,11,7,368
UniRef100_A0A2N3AG70,16,7,7,368
UniRef100_A0A0G1MWS4,12,4,7,368
UniRef100_UPI0011C35C4A,5,5,7,368
UniRef100_A0A1F9RZT2,7,7,8,368
UniRef100_A0A3N2BE99,5,16,10,368
UniRef100_UPI00056532E7,9,4,8,368
UniRef100_A0A5C3EDQ0,6,13,9,368
UniRef100_A0A1R3GQV6,12,6,7,368
UniRef100_W6LEY6,4,10,7,368
UniRef100_A0A1I6KN31,12,7,9,368
UniRef100_UPI0010FC8EF6,4,16,11,368
UniRef100_A0A3Q7J418,5,12,12,368
UniRef100_A0A1I8J1K1,5,14,7,368
UniRef100_A0A1V4S0E7,5,8,7,368
UniRef100_A0A2E9FGU6,2,16,18,368
UniRef100_A0A2P5CJY9,8,6,9,368
UniRef100_UPI000A3C7131,17,9,12,368
UniRef100_A0A0E3UKA7,5,15,8,368
UniRef100_H0GU54,6,6,8,368
UniRef100_A0A0D9RYA2,4,16,8,368
UniRef100_UPI0009018982,14,6,7,368
UniRef100_H0XB27,4,13,6,368
UniRef100_A0A2A2Q0K8,4,15,8,368
UniRef100_UPI0007A6E007,6,14,8,368
UniRef100_UPI000B45837B,4,11,7,368
UniRef100_A0A0G0RRZ8,9,4,8,368
UniRef100_Q134V0,4,15,10,368
UniRef100_UPI00022CAB6A,12,6,8,368
UniRef100_A0A068UEV8,8,7,9,368
UniRef100_A0A537L183,4,15,10,368
UniRef100_A0A232ERL3,7,7,10,368
UniRef100_A0A1F9UIR9,5,12,6,368
UniRef100_D8UHG2,4,16,11,368
UniRef100_A0A2E4JGG8,6,12,7,368
UniRef100_B8GUU1,5,5,10,368
UniRef100_W4FUS1,12,5,7,368
UniRef100_A0A1F4XGS4,11,4,8,368
UniRef100_A0A520MR29,15,8,11,368
UniRef100_A0A2U1PHR3,11,7,8,368
UniRef100_A0A0G0D7I1,9,10,7,368
UniRef100_A0A0D7EMS7,3,18,12,368
UniRef100_A0A2U8DZL3,5,16,9,368
UniRef100_A0A2R3Q8I7,3,11,9,368
UniRef100_A0A2R6RRG9,3,9,7,368
UniRef100_UPI00100FB2E7,5,8,8,368
UniRef100_A0A445E1P2,3,8,8,368
UniRef100_UPI00083C127A,13,5,11,368
UniRef100_UPI000523F0C3,11,4,12,368
UniRef100_UPI000C876434,5,15,12,368
UniRef100_UPI000771CD93,2,12,7,368
UniRef100_A0A0C4F0H8,7,11,7,368
UniRef100_A0A0M9FY73,3,7,10,368
UniRef100_UPI0006791C5E,7,12,8,368
UniRef100_A0A2E0QX45,5,15,9,368
UniRef100_V4B1L5,6,8,8,368
UniRef100_A0A3D4WQ08,6,11,8,368
UniRef100_B6JEY6,3,15,8,368
UniRef100_A0A2P6MUY0,6,13,8,368
UniRef100_A0A2R6GBM2,3,13,7,368
UniRef100_UPI000875038B,3,14,6,368
UniRef100_A0A179G7G3,4,11,7,368
UniRef100_A0A0G1PAB7,13,6,8,368
UniRef100_UPI001056AC63,15,6,7,368
UniRef100_A0A103YD74,2,16,8,368
UniRef100_UPI0003F0C012,5,13,8,368
UniRef100_G8B8S0,4,11,9,368
UniRef100_A0A3C0M8I2,9,8,10,368
UniRef100_A0A3B1AS16,9,7,7,368
UniRef100_A0A2V9F6Q8,7,6,7,368
UniRef100_A0A196SFK3,10,7,8,368
UniRef100_A0A0M0KV28,3,18,8,368
UniRef100_A0A1F9UAM3,9,8,7,368
UniRef100_A0A3S2WDY0,4,16,10,368
UniRef100_A0A316V6S4,8,10,9,368
UniRef100_UPI0005D06F19,5,5,12,368
UniRef100_Q4D4A3,7,9,9,368
UniRef100_UPI00052263A1,2,16,8,368
UniRef100_A0A0G1IT18,5,14,8,368
UniRef100_M3HJ86,5,9,8,368
UniRef100_UPI000614E6EC,3,12,9,368
UniRef100_A0A2K3NVG8,16,7,8,368
UniRef100_A0A1Q3VYQ1,4,14,11,368
UniRef100_A0A553P194,3,15,10,368
UniRef100_A0A2N2NTC0,4,10,8,368
UniRef100_A0A5C6EIN9,8,7,8,368
UniRef100_A0A5M8Q216,4,18,10,368
UniRef100_A0A1H3TD04,11,6,7,368
UniRef100_A0A438K963,4,9,8,368
UniRef100_UPI000BBD6ACB,3,18,10,368
UniRef100_H6C8U9,3,12,8,368
UniRef100_M8ASX4,11,4,7,368
UniRef100_W0TLM1,16,5,11,368
UniRef100_A0A1V5XUI8,7,14,9,368
UniRef100_A0A453N3I2,5,14,7,368
UniRef100_A0A556VYD6,14,5,10,368
UniRef100_UPI001176AD8B,4,14,8,368
UniRef100_W3RH76,16,9,7,368
UniRef100_UPI0006B48FE4,7,9,7,368
UniRef100_R0IN63,13,5,9,368
UniRef100_UPI000981A67F,4,14,8,368
UniRef100_UPI000B799D93,12,5,8,368
UniRef100_A0A1F6LRD8,11,5,8,368
UniRef100_A0A519CHW7,4,12,8,368
UniRef100_F3LDD9,3,6,8,368
UniRef100_A0A1G1LST2,10,6,7,368
UniRef100_A0A2M7V1H5,11,7,9,368
UniRef100_A0A2N2WLA3,18,14,8,368
UniRef100_A0A1S3WLC4,2,12,7,368
UniRef100_H0BMK7,5,7,7,368
UniRef100_A0A2R7Z5J0,4,16,10,368
UniRef100_A0A348NP04,9,10,7,368
UniRef100_A0A328YHX4,3,11,7,368
UniRef100_A0A3B1AU77,4,9,8,368
UniRef100_UPI0005229D28,5,17,10,368
UniRef100_UPI0010FCAF68,3,14,7,368
UniRef100_UPI000E6F99D1,6,6,8,368
UniRef100_UPI00098A3EFA,4,17,9,368
UniRef100_A0A2H3ZDD8,2,10,8,368
UniRef100_A0A507BYZ5,4,16,9,368
UniRef100_UPI0007E5CD21,10,6,8,368
UniRef100_A0A1F4XII6,12,8,9,368
UniRef100_A0A3B0JT33,10,7,8,368
UniRef100_A0A382EAH4,6,7,9,368
UniRef100_A0A1S2YLA7,3,14,11,368
UniRef100_A0A182GM94,3,13,7,368
UniRef100_A0A507DIA9,3,13,9,368
UniRef100_A0A074Y5H1,18,11,8,368
UniRef100_A0A1U7ULT7,6,10,9,368
UniRef100_A0A1F9WSK0,3,8,7,368
UniRef100_A0A0H4T783,4,9,7,368
UniRef100_G0SHV0,4,14,8,368
UniRef100_A0A4Q3H203,4,12,9,368
UniRef100_A0A0G0N1C2,5,9,7,368
UniRef100_I1JPI1,8,7,9,368
UniRef100_A0A2M8ZJG9,3,17,8,368
UniRef100_C1MPL8,6,11,9,368
UniRef100_A0A0G0W9I3,5,12,10,368
UniRef100_UPI001237F1F1,4,11,8,368
UniRef100_A0A2R6FBS6,13,6,8,368
UniRef100_A0A078APF7,11,5,9,368
UniRef100_A0A2E1K1A3,5,8,7,368
UniRef100_A0A1G6GM59,6,12,7,368
UniRef100_A0A4S2KFF3,3,15,9,368
UniRef100_A0A5C8U424,2,17,10,368
UniRef100_A0A370DFH6,8,5,8,368
UniRef100_A0A1Q1FL56,12,7,9,368
UniRef100_A0A4S3TMQ2,7,10,9,368
UniRef100_A0A554J9I2,14,6,9,368
UniRef100_A0A1F3T8S0,2,14,10,368
UniRef100_A0A2R6L4N1,8,5,8,368
UniRef100_A0A3R7ES11,3,8,7,368
UniRef100_A0A1F4VE80,5,12,8,368
UniRef100_UPI0009E520B1,16,7,7,368
UniRef100_UPI0010A38FAB,4,17,7,368
UniRef100_A0A5C6A2V6,15,8,9,368
UniRef100_A0A1Q7B834,6,14,8,368
UniRef100_UPI0009F4383F,12,8,9,368
UniRef100_A0A4Y2C7V0,2,9,8,368
UniRef100_UPI0007AF1079,5,15,11,368
UniRef100_A0A016UMJ1,3,14,9,368
UniRef100_A0A061J0Z0,2,17,18,368
UniRef100_A0A0S4J1F5,16,5,7,368
UniRef100_A0A2K3DHS5,8,5,7,368
UniRef100_A0A151BLP2,3,11,7,368
UniRef100_A0A1W6ZVA7,6,13,10,368
UniRef100_A0A2G9MQI6,5,10,10,368
UniRef100_A0A357HXI1,6,14,7,368
UniRef100_UPI0004804826,5,7,9,368
UniRef100_A0A1I7YSP8,6,11,10,368
UniRef100_B4NKX1,10,3,9,368
UniRef100_S3CGQ0,8,9,10,368
UniRef100_A0A517YEA0,6,13,8,368
UniRef100_UPI000B913F3F,4,10,7,368
UniRef100_UPI0007F03D33,4,16,8,368
UniRef100_A0A2E4SP23,17,9,9,368
UniRef100_A0A2H1GHK9,2,17,8,368
UniRef100_A0A4Q5L754,2,12,9,368
UniRef100_A0A1G1C3Y3,12,8,9,368
UniRef100_A0A535YTC4,5,14,8,368
UniRef100_R7V032,5,14,7,368
UniRef100_UPI0009811EAA,6,9,8,368
UniRef100_UPI0008A0D452,15,6,9,368
UniRef100_UPI0010A88DF3,4,16,9,368
UniRef100_A0A2P9H3U8,4,15,8,368
UniRef100_UPI000B90F162,7,12,10,368
UniRef100_A0A2D6NWM4,4,11,8,368
UniRef100_A0A350EVM5,17,11,9,368
UniRef100_A0A453N4B4,13,7,8,368
UniRef100_S8CSW1,3,14,7,368
UniRef100_A0A1E4EKB5,4,9,7,368
UniRef100_D8U2P4,3,8,6,368
UniRef100_A0A554IAZ6,3,18,7,368
UniRef100_A0A2J0Q882,17,9,8,368
UniRef100_A0A545V1C0,6,14,7,368
UniRef100_A0A4Q1BJ01,5,10,8,368
UniRef100_A0A5G2RJD9,5,11,7,368
UniRef100_A0A1V6J4V0,4,16,7,368
UniRef100_A0A2H0TNT8,4,16,13,368
UniRef100_Q7VRB6,5,7,8,368
UniRef100_A0A537UJC7,4,14,9,368
UniRef100_M3ARI0,8,8,7,368
UniRef100_A0A1V6ECY0,3,13,9,368
UniRef100_A0A4D8YJS8,13,4,10,368
UniRef100_A0A3A4YX85,5,12,8,368
UniRef100_UPI0012D88D3F,4,18,12,368
UniRef100_A0A2E4E3T3,8,10,11,368
UniRef100_A0A061D2K7,10,8,9,368
UniRef100_A0A165TE57,4,16,8,368
UniRef100_A0A078A2I3,4,10,8,368
UniRef100_A0A388LVB8,4,10,8,368
UniRef100_UPI000E4571F3,15,7,8,368
UniRef100_A0A0G1JU36,7,14,10,368
UniRef100_UPI00115DAF51,16,7,8,368
UniRef100_UPI000F0A532A,4,11,7,368
UniRef100_A0A2E7TBM8,14,4,8,368
UniRef100_UPI0007EFA758,6,8,8,368
UniRef100_A0A2A9MI22,5,15,8,368
UniRef100_A0A4S8JD03,8,9,8,368
UniRef100_A0A0C3G946,5,14,6,368
UniRef100_A0A2D5XF52,16,5,8,368
UniRef100_UPI000719E4B8,5,15,11,368
UniRef100_A0A401Y0R7,8,8,10,368
UniRef100_A0A0S8IVW6,6,13,8,368
UniRef100_UPI000B812363,5,5,10,368
UniRef100_V5B6T5,8,11,9,368
UniRef100_A0A2D6WVM7,4,15,11,368
UniRef100_M1VCT0,8,12,8,368
UniRef100_A0A165J919,3,17,10,368
UniRef100_A0A136J2E4,3,12,7,368
UniRef100_A0A3Q7FPB3,3,17,8,368
UniRef100_A0A0W0E3L1,4,12,9,368
UniRef100_A0A2H3JJT3,8,7,8,368
UniRef100_A0A1F8CLM9,3,15,8,368
UniRef100_A0A0S7BVU4,6,13,7,368
UniRef100_A0A251SKB2,5,9,10,368
UniRef100_A0A137SB07,2,17,12,368
UniRef100_A0A3L8DDC2,10,5,10,368
UniRef100_A0A2R5GSX7,11,6,9,368
UniRef100_A0A497D6M8,17,10,13,368
UniRef100_A0A3D2JYF8,7,10,9,368
UniRef100_A0A1F8AQ94,5,14,8,368
UniRef100_A0A1I8HK53,3,8,7,368
UniRef100_A0A0G0AQR2,5,8,8,368
UniRef100_A0A1V6I7P2,7,11,7,368
UniRef100_A0A068U826,10,6,8,368
UniRef100_A0A1S3PKJ8,4,11,8,368
UniRef100_A0A2N2NLQ5,10,2,7,368
UniRef100_A0A5B9QWU2,3,18,6,368
UniRef100_A0A1G2LDZ6,17,7,9,368
UniRef100_UPI0003F0A053,5,7,8,368
UniRef100_A0A507DUJ9,5,9,8,368
UniRef100_C1EGZ2,3,11,10,368
UniRef100_UPI0011BF0FAC,11,4,6,368
UniRef100_A0A1D6NHS6,6,7,8,368
UniRef100_A0A0G0BAB5,11,8,10,368
UniRef100_UPI0010508A53,10,8,8,368
UniRef100_Q3IMW0,6,11,9,368
UniRef100_A0A109NNB2,3,13,8,368
UniRef100_UPI0004259DAF,5,9,8,368
UniRef100_A0A0H5P4L2,6,13,8,368
UniRef100_A0A383WD42,6,14,7,368
UniRef100_A0A447SYE9,7,13,8,368
UniRef100_A0A225DDD0,8,12,8,368
UniRef100_A0A2T6CVV8,10,9,12,368
UniRef100_A0A523WGP2,7,10,8,368
UniRef100_A0A1J5ARH5,10,6,7,368
UniRef100_A0A0C7N9S0,12,6,8,368
UniRef100_UPI0003F759AA,2,15,9,368
UniRef100_A0A381LE03,6,11,8,368
UniRef100_A0A292PU56,18,12,8,368
UniRef100_A0A1J0KUQ8,3,10,7,368
UniRef100_UPI000FFCAF7B,3,17,9,368
UniRef100_UPI0010359016,16,5,9,368
UniRef100_A0A1F3LMB6,2,12,8,368
UniRef100_A0A351KSR2,5,9,9,368
UniRef100_A0A5B0DZG7,4,16,11,368
UniRef100_A0A371DW16,4,13,6,368
UniRef100_UPI000D531258,3,11,8,368
UniRef100_A0A1I7S3P1,4,15,10,368
UniRef100_UPI000767205F,12,8,7,368
UniRef100_A0A1V0HKG3,3,8,8,368
UniRef100_A0A419GBQ5,4,12,8,368
UniRef100_S5R3Z2,6,6,13,368
UniRef100_A0A1V0DC88,10,6,8,368
UniRef100_A0A1Y2B5Y1,3,15,8,368
UniRef100_A0A0Q5E3L5,3,18,8,368
UniRef100_A0A2U1MSY6,4,11,8,368
UniRef100_A0A2S6AHS4,3,15,7,368
UniRef100_L0MVX0,4,12,10,368
UniRef100_UPI000D1C65E4,8,6,9,368
UniRef100_A8BTN6,6,15,8,368
UniRef100_A0A1S3K5Z5,4,15,9,368
UniRef100_A0A1L9RY31,10,4,7,368
UniRef100_A0A1G1Z7W1,15,5,10,368
UniRef100_A0A0G0NYK5,3,13,11,368
UniRef100_A0A0N8CIK5,5,11,7,368
UniRef100_D5ELR1,7,10,7,368
UniRef100_A0A1J1H5N7,3,11,10,368
UniRef100_A0A1G2VFL1,4,14,7,368
UniRef100_A0A5J4NZL1,12,5,8,368
UniRef100_A0A0N5CZ35,3,14,7,368
UniRef100_A0A087GLL3,5,9,7,368
UniRef100_A0A1E7F7A0,2,15,9,368
UniRef100_UPI0010A7D7A7,5,8,9,368
UniRef100_A0A5J5K8V1,5,12,11,368
UniRef100_UPI00106D4FF0,4,14,12,368
UniRef100_A0A0R3LWM2,2,17,7,368
UniRef100_UPI000CF815B8,6,10,8,368
UniRef100_A0A2G2G5I5,4,10,8,368
UniRef100_J3LJL2,3,11,9,368
UniRef100_A0A0H2SEB8,3,18,8,368
UniRef100_A0A356EI25,9,7,7,368
UniRef100_A0A176VIL3,4,15,8,368
UniRef100_A0A1U7LN65,5,7,10,368
UniRef100_A0A2N3SJG3,10,5,8,368
UniRef100_UPI0003330B53,12,3,8,368
UniRef100_V7BF96,2,12,7,368
UniRef100_A0A352LVU0,4,10,7,368
UniRef100_A0A176WQ53,16,7,7,368
UniRef100_A0A0K9RKD1,10,7,8,368
UniRef100_W6KNR3,10,3,9,368
UniRef100_A0A484DQA7,3,15,7,368
UniRef100_A0A507DS79,5,12,8,368
UniRef100_A0A2E1MI20,2,10,13,368
UniRef100_M5G9U9,5,12,7,368
UniRef100_A0A5B8MQ02,6,16,10,368
UniRef100_A0A1V5QK71,18,12,9,368
UniRef100_A0A383VRG2,4,16,7,368
UniRef100_A0A5E8VFU2,3,12,9,368
UniRef100_A0A1E5RUZ8,7,7,9,368
UniRef100_A0A438I2F4,5,15,10,368
UniRef100_M4BVK6,2,12,7,368
UniRef100_A0A2N6B140,9,9,7,368
UniRef100_A0A022RXY9,5,9,9,368
UniRef100_A0A127EWF4,4,17,8,368
UniRef100_A0A2H0UP36,4,17,10,368
UniRef100_A0A1F8AWR1,5,9,8,368
UniRef100_A0A218W6I7,3,10,10,368
UniRef100_A0A2V7J954,5,13,8,368
UniRef100_A0A1E5A7E6,6,9,8,368
UniRef100_A0A0F9Z0C0,12,7,8,368
UniRef100_A0A2R9B5Y8,4,16,7,368
UniRef100_UPI0010432110,6,9,6,368
UniRef100_K5X497,6,13,7,368
UniRef100_UPI00044217D3,3,16,9,368
UniRef100_UPI0011135F25,5,15,11,368
UniRef100_A0A0B1U657,6,11,6,368
UniRef100_A0A328EIS9,7,12,7,368
UniRef100_A0A2D6XU67,8,11,7,368
UniRef100_A0A520QWE2,8,10,9,368
UniRef100_A0A2E5ENQ0,5,15,9,368
UniRef100_UPI0010A58F3A,15,5,8,368
UniRef100_A0A2E1RAM3,3,15,7,368
UniRef100_A0A2Z6R0K2,10,4,9,368
UniRef100_A0A1S3I331,2,13,8,368
UniRef100_A0A517NSK5,9,10,13,368
UniRef100_A0A1F6UND3,5,13,9,368
UniRef100_A0A1F4T5K5,11,4,12,368
UniRef100_A0A2G2MY33,16,5,8,368
UniRef100_D8R8W9,4,13,8,368
UniRef100_A0A402ET40,7,5,10,368
UniRef100_A0A287WZB8,7,8,8,368
UniRef100_A0A553P1B0,4,10,8,368
UniRef100_A0A2N2THZ8,4,14,10,368
UniRef100_D8T3C7,5,10,6,368
UniRef100_A0A1Q7R0D5,17,9,10,368
UniRef100_A0A0D0BRC8,5,15,8,368
UniRef100_UPI0005ED3C9C,5,11,9,368
UniRef100_A0A5Q0UJX7,7,7,7,368
UniRef100_A0A0H2RMB3,9,4,8,368
UniRef100_A0A2T6A477,7,10,10,368
UniRef100_A0A0Q4UA98,9,7,8,368
UniRef100_A0A1G0JZU4,11,7,9,368
UniRef100_A0A067CJ33,16,7,8,368
UniRef100_A0A151NJD3,6,3,9,368
UniRef100_UPI000BA7FDBF,16,9,8,368
UniRef100_A0A517LXY0,17,9,10,368
UniRef100_UPI000521333D,7,6,8,368
UniRef100_A0A1F5ZHP2,6,11,10,368
UniRef100_A0A023X742,6,8,8,368
UniRef100_A0A2S6CGC8,4,16,8,368
UniRef100_V6TF95,4,8,9,368
UniRef100_A0A1M2V9T4,7,13,8,368
UniRef100_A0A0G4EZT2,7,9,9,368
UniRef100_A0A317SJ57,6,15,8,368
UniRef100_A0A5B2V6H7,6,14,7,368
UniRef100_A0A5C6MTA5,18,11,8,368
UniRef100_A0A1G2PWP7,5,7,7,368
UniRef100_A0A518GF67,6,12,7,368
UniRef100_UPI001019F67F,7,3,7,368
UniRef100_A0A1W9SJI2,4,18,8,368
UniRef100_A0A1G2BW78,4,6,11,368
UniRef100_UPI000C6E7634,2,17,6,368
UniRef100_A0A2X0V900,3,7,10,368
UniRef100_Q6J4H1,6,8,8,368
UniRef100_A0A2U4A499,5,14,10,368
UniRef100_A0A5M3N2K5,7,9,8,368
UniRef100_UPI00022476FB,9,5,8,368
UniRef100_UPI00109B9862,4,15,8,368
UniRef100_E9B4H8,10,2,7,368
UniRef100_A0A550GRW4,5,7,7,368
UniRef100_A0A2G5DBP5,6,6,8,368
UniRef100_UPI0007A48B58,7,11,8,368
UniRef100_C5LYX1,16,7,10,368
UniRef100_A0A1V5PTZ5,6,8,7,368
UniRef100_A0A2U0AEY5,6,12,11,368
UniRef100_UPI000C812462,5,16,7,368
UniRef100_A0A2A9M2Y1,18,11,12,368
UniRef100_A0A061IZX4,16,7,10,368
UniRef100_A0A448ZHT6,3,13,8,368
UniRef100_G4ZX42,8,3,10,368
UniRef100_A0A1G2KSS9,17,8,9,368
UniRef100_A0A1G2HIS6,6,10,8,368
UniRef100_M2W9A8,7,6,8,368
UniRef100_UPI0003AF33AB,14,6,9,368
UniRef100_UPI00085A0EDF,5,8,8,368
UniRef100_A0A151JLM2,17,8,8,368
UniRef100_A0A1V5ZWM8,8,10,8,368
UniRef100_A0A2E2CSA8,4,10,7,368
UniRef100_A0A267EDX5,16,7,9,368
UniRef100_A0A1V6I739,18,13,14,368
UniRef100_A0A1F6M4Q3,15,5,10,368
UniRef100_A0A5C6DUN2,14,8,11,368
UniRef100_A0A0F2LSK7,4,11,9,368
UniRef100_A0A0A8E6Y5,6,12,8,368
UniRef100_A0A0G0EGQ0,8,7,8,368
UniRef100_A0A1F9UMN1,4,11,11,368
UniRef100_A0A2E9A262,8,11,9,368
UniRef100_S9U6U5,14,5,10,368
UniRef100_A0A1Y2A7K3,4,10,7,368
UniRef100_A0A2Z4AH57,4,12,9,368
UniRef100_A0A0D8FWU5,6,11,10,368
UniRef100_A0A1F5YZ07,6,11,9,368
UniRef100_A0A1F6EA90,7,6,7,368
UniRef100_A0A1M7DD25,2,14,8,368
UniRef100_A0A1V5VRP1,15,6,8,368
UniRef100_F7XX96,3,9,9,368
UniRef100_A0A3B3SVP0,14,4,8,368
UniRef100_A0A1V4C877,7,9,7,368
UniRef100_A0A2L2YGH5,7,9,7,368
UniRef100_A0A177TCJ5,5,16,9,368
UniRef100_A0A086T128,10,8,9,368
UniRef100_A0A5P1EYK2,6,9,9,368
UniRef100_L5KAQ4,3,16,8,368
UniRef100_V5E3S8,6,14,10,368
UniRef100_A0A1J6HZE0,6,8,8,368
UniRef100_A0A2H6A7F0,5,12,8,368
UniRef100_UPI000A29E511,7,7,8,368
UniRef100_D8LYW4,10,6,9,368
UniRef100_A0A0E9LC93,2,14,8,368
UniRef100_A0A1X7R7T1,7,4,10,368
UniRef100_UPI0010A3BBCB,6,9,8,368
UniRef100_A0A1F4QPU1,4,17,9,368
UniRef100_A0A0U1M4V1,3,15,7,368
UniRef100_UPI0009910761,5,8,11,368
UniRef100_A0A1F5PMR7,4,9,10,368
UniRef100_A0A4R1HD48,8,9,10,368
UniRef100_A0A109JSA9,6,11,8,368
UniRef100_A0A077R3A1,4,13,9,368
UniRef100_A0A420Y6V9,9,9,9,368
UniRef100_A0A2W6BE10,18,11,8,368
UniRef100_A0A1E5RXH1,3,14,8,368
UniRef100_A0A397ECA8,18,11,7,368
UniRef100_A0A3P3ZJU9,4,13,11,368
UniRef100_A0A2P5FXG9,3,12,9,368
UniRef100_A0A200Q1F5,11,5,11,368
UniRef100_A0A2S5B0C1,6,14,7,368
UniRef100_A0A1J4K245,7,4,8,368
UniRef100_A0A5J4NBY8,4,10,9,368
UniRef100_UPI000F556D08,4,16,8,368
UniRef100_UPI00081482D8,6,12,10,368
UniRef100_A0A2J6HLT1,15,7,9,368
UniRef100_A0A0G4GXW1,3,16,13,368
UniRef100_UPI00049828A8,5,12,9,368
UniRef100_F7G7R5,5,11,7,368
UniRef100_A0A1F4ZBS6,7,10,10,368
UniRef100_A0A365TCF4,4,15,9,368
UniRef100_A0A2U3KDT1,5,9,7,368
UniRef100_A0A103XY13,2,13,7,368
UniRef100_A0A397SWY1,15,8,9,368
UniRef100_A0A369SP09,2,17,8,368
UniRef100_A0A2D6KCM4,6,13,10,368
UniRef100_A0A2E4FYD9,9,5,9,368
UniRef100_A0A1G3ZLG1,4,17,7,368
UniRef100_A0A2R6L8S8,9,10,11,368
UniRef100_A0A1G0GDT4,3,11,15,368
UniRef100_A0A2I0AV64,7,10,9,368
UniRef100_V5FZH2,4,8,9,368
UniRef100_A0A496Q4Y0,2,15,7,368
